,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
984,1992-09-11,21.4,17.2,25.0,2.3,0.0,3.0,16.6,37.1,1018.1,
985,1992-09-12,17.6,13.9,22.2,0.0,0.0,21.0,16.6,33.5,1025.0,
986,1992-09-13,17.2,12.2,21.7,0.0,0.0,122.0,9.7,20.5,1027.8,
987,1992-09-14,17.9,12.8,22.2,0.0,0.0,,9.4,24.1,1027.4,
988,1992-09-15,18.9,12.8,23.3,0.0,0.0,230.0,11.5,38.9,1026.7,
989,1992-09-16,21.6,17.8,26.1,0.0,0.0,220.0,14.8,27.7,1023.0,
990,1992-09-17,22.6,18.9,26.7,0.0,0.0,226.0,14.0,25.9,1018.4,
991,1992-09-18,23.4,20.6,28.3,0.0,0.0,224.0,18.0,38.9,1014.2,
992,1992-09-19,21.7,16.7,24.4,1.8,0.0,308.0,15.1,37.1,1012.1,
993,1992-09-20,18.2,12.8,22.8,0.0,0.0,51.0,10.4,24.1,1019.7,
994,1992-09-21,19.3,13.3,22.8,0.8,0.0,135.0,14.4,29.5,1020.0,
995,1992-09-22,22.8,21.1,25.0,4.8,0.0,196.0,19.1,44.3,1011.2,
996,1992-09-23,17.1,11.1,21.7,0.0,0.0,0.0,24.5,51.8,1018.1,
997,1992-09-24,12.1,7.8,16.7,0.0,0.0,51.0,21.6,42.5,1030.2,
998,1992-09-25,13.9,10.0,17.2,2.0,0.0,60.0,24.1,48.2,1029.3,
999,1992-09-26,17.4,14.4,19.4,8.6,0.0,133.0,18.4,51.8,1022.3,
1000,1992-09-27,19.1,16.1,21.7,4.8,0.0,,13.7,31.3,1018.3,
1001,1992-09-28,18.7,16.7,21.1,0.0,0.0,274.0,10.1,22.3,1018.3,
1002,1992-09-29,15.5,10.0,18.3,0.0,0.0,320.0,25.2,51.8,1017.2,
1003,1992-09-30,11.0,8.3,15.0,0.0,0.0,326.0,19.4,44.3,1020.5,
1004,1992-10-01,10.9,5.0,16.1,0.0,0.0,312.0,19.8,44.3,1020.4,
1005,1992-10-02,14.9,8.3,21.7,0.0,0.0,230.0,16.9,35.3,1016.6,
1006,1992-10-03,18.0,13.3,23.9,0.0,0.0,252.0,21.2,37.1,1012.2,
1007,1992-10-04,16.1,11.7,18.3,0.0,0.0,38.0,14.4,31.3,1015.7,
1008,1992-10-05,11.0,7.8,14.4,0.0,0.0,33.0,22.7,44.3,1020.8,
1009,1992-10-06,10.5,5.0,16.1,0.0,0.0,354.0,11.5,25.9,1027.3,
1010,1992-10-07,13.7,8.9,19.4,0.0,0.0,250.0,12.6,25.9,1026.5,
1011,1992-10-08,14.9,10.0,18.9,0.0,0.0,207.0,13.7,37.1,1024.8,
1012,1992-10-09,17.8,14.4,20.0,15.2,0.0,,21.2,51.8,1019.7,
1013,1992-10-10,18.8,14.4,23.9,0.3,0.0,,8.6,38.9,1014.8,
1014,1992-10-11,15.4,12.2,19.4,14.0,0.0,,6.8,25.9,1010.1,
1015,1992-10-12,15.0,11.7,19.4,0.0,0.0,280.0,19.4,33.5,1007.6,
1016,1992-10-13,14.7,12.2,17.8,0.0,0.0,274.0,17.6,29.5,1011.7,
1017,1992-10-14,12.6,8.3,17.2,0.5,0.0,,8.6,22.3,1020.5,
1018,1992-10-15,15.2,10.6,20.6,0.0,0.0,,7.9,20.5,1019.6,
1019,1992-10-16,17.9,13.9,21.1,0.0,0.0,138.0,20.9,59.0,1014.5,
1020,1992-10-17,12.9,8.3,20.0,0.0,0.0,331.0,23.8,51.8,1018.1,
1021,1992-10-18,9.2,4.4,11.7,0.0,0.0,,8.3,25.9,1023.0,
1022,1992-10-19,7.4,3.9,10.0,0.0,0.0,347.0,22.3,46.4,1017.0,
1023,1992-10-20,6.5,2.2,9.4,0.0,0.0,270.0,15.5,37.1,1027.3,
1024,1992-10-21,11.7,8.3,15.6,0.0,0.0,247.0,18.4,37.1,1026.6,
1025,1992-10-22,9.5,6.7,13.3,0.0,0.0,16.0,18.4,44.3,1032.3,
1026,1992-10-23,9.9,4.4,15.0,0.0,0.0,320.0,13.0,29.5,1028.4,
1027,1992-10-24,12.4,8.9,17.8,4.1,0.0,242.0,15.8,40.7,1011.0,
1028,1992-10-25,8.7,5.0,11.7,1.3,0.0,338.0,23.4,46.4,1006.0,
1029,1992-10-26,8.6,3.3,13.9,0.0,0.0,292.0,20.2,44.3,1008.1,
1030,1992-10-27,10.8,5.6,14.4,0.0,0.0,327.0,14.4,37.1,1012.3,
1031,1992-10-28,9.1,2.2,13.9,0.0,0.0,,7.6,22.3,1015.1,
1032,1992-10-29,11.1,5.0,15.6,0.0,0.0,,7.6,18.4,1014.5,
1033,1992-10-30,11.8,7.8,13.9,0.5,0.0,14.0,15.1,25.9,1017.4,
1034,1992-10-31,7.5,6.7,8.3,3.8,0.0,33.0,18.0,31.3,1020.9,
1035,1992-11-01,7.4,4.4,10.0,0.0,0.0,20.0,15.8,29.5,1024.6,
1036,1992-11-02,7.3,5.0,10.0,8.4,0.0,89.0,16.9,33.5,1025.7,
1037,1992-11-03,12.1,10.0,16.1,43.4,0.0,39.0,19.1,40.7,1018.3,
1038,1992-11-04,12.1,10.0,14.4,0.3,0.0,,11.2,33.5,1015.2,
1039,1992-11-05,10.8,6.7,14.4,4.8,0.0,,13.7,27.7,1008.1,
1040,1992-11-06,8.0,5.6,10.6,0.0,0.0,333.0,19.8,42.5,1015.0,
1041,1992-11-07,5.4,2.2,8.3,0.0,0.0,359.0,15.8,27.7,1023.9,
1042,1992-11-08,2.6,0.0,5.6,0.0,0.0,16.0,16.9,29.5,1028.6,
1043,1992-11-09,2.1,-1.7,5.6,0.0,0.0,8.0,11.2,25.9,1035.2,
1044,1992-11-10,5.2,-0.6,9.4,0.0,0.0,96.0,11.2,31.3,1035.6,
1045,1992-11-11,11.2,8.3,13.3,0.0,0.0,239.0,15.5,31.3,1025.9,
1046,1992-11-12,13.2,10.0,16.1,3.8,0.0,,20.2,61.2,1016.8,
1047,1992-11-13,11.8,7.2,16.1,3.6,0.0,269.0,31.3,72.0,1007.5,
1048,1992-11-14,5.6,3.3,7.8,0.0,0.0,285.0,19.8,44.3,1019.7,
1049,1992-11-15,3.7,1.1,6.1,0.0,0.0,294.0,20.2,38.9,1022.0,
1050,1992-11-16,2.5,0.0,5.0,0.0,0.0,291.0,14.8,25.9,1029.1,
1051,1992-11-17,7.4,3.3,11.1,0.0,0.0,236.0,15.5,35.3,1023.2,
1052,1992-11-18,5.7,3.3,9.4,0.0,0.0,13.0,13.7,24.1,1025.6,
1053,1992-11-19,4.0,1.1,7.2,0.0,0.0,34.0,17.3,27.7,1031.9,
1054,1992-11-20,3.7,-1.1,8.3,0.0,0.0,66.0,12.2,22.3,1037.4,
1055,1992-11-21,9.7,2.2,13.3,0.0,0.0,90.0,14.8,37.1,1027.5,
1056,1992-11-22,12.8,11.7,13.9,10.7,0.0,199.0,15.8,31.3,1014.9,
1057,1992-11-23,15.7,12.2,21.7,29.0,0.0,252.0,19.1,59.0,1006.4,
1058,1992-11-24,9.8,8.9,12.2,1.3,0.0,81.0,14.4,29.5,1021.7,
1059,1992-11-25,10.5,8.3,12.8,2.5,0.0,53.0,9.4,22.3,1022.1,
1060,1992-11-26,12.4,11.1,13.9,32.8,0.0,,13.3,29.5,1016.3,
1061,1992-11-27,10.3,6.7,13.9,0.0,0.0,334.0,16.6,33.5,1015.2,
1062,1992-11-28,7.5,4.4,11.7,0.0,0.0,14.0,11.2,22.3,1016.9,
1063,1992-11-29,6.7,5.0,8.9,0.0,0.0,320.0,14.8,27.7,1016.0,
1064,1992-11-30,5.4,2.8,8.3,0.0,0.0,283.0,22.0,40.7,1014.2,
1065,1992-12-01,6.9,4.4,10.0,0.0,0.0,245.0,10.1,25.9,1012.7,
1066,1992-12-02,5.9,1.7,10.0,3.8,0.0,49.0,9.4,29.5,1009.6,
1067,1992-12-03,5.4,2.8,8.3,0.0,0.0,313.0,26.3,48.2,1012.3,
1068,1992-12-04,3.3,1.1,5.0,0.0,0.0,269.0,17.3,37.1,1018.7,
1069,1992-12-05,2.7,-1.1,4.4,5.3,0.0,302.0,31.3,66.6,1007.1,
1070,1992-12-06,0.4,-2.2,3.3,0.0,0.0,291.0,26.6,55.4,1019.1,
1071,1992-12-07,3.4,1.7,6.1,0.0,0.0,288.0,25.2,55.4,1012.0,
1072,1992-12-08,1.8,-2.2,5.0,0.0,0.0,333.0,19.1,38.9,1020.0,
1073,1992-12-09,-2.7,-6.1,1.1,0.0,0.0,7.0,17.6,33.5,1028.3,
1074,1992-12-10,1.9,-5.0,6.7,11.4,0.0,79.0,27.0,64.8,1022.4,
1075,1992-12-11,6.8,5.0,9.4,64.8,0.0,68.0,49.0,96.1,1000.0,
1076,1992-12-12,2.5,0.6,5.6,5.1,0.0,27.0,40.0,70.2,1007.8,
1077,1992-12-13,3.5,1.1,6.1,1.3,0.0,28.0,29.5,59.0,1022.0,
1078,1992-12-14,2.3,-1.1,4.4,0.0,0.0,40.0,14.8,37.1,1029.2,
1079,1992-12-15,1.4,-2.8,5.0,0.0,0.0,204.0,9.0,29.5,1025.8,
1080,1992-12-16,5.1,1.1,7.8,0.0,0.0,233.0,13.0,25.9,1022.2,
1081,1992-12-17,8.3,6.1,11.7,17.5,0.0,,15.8,48.2,1012.7,
1082,1992-12-18,6.0,0.6,8.3,0.0,0.0,330.0,21.6,50.0,1022.2,
1083,1992-12-19,4.7,-1.1,8.9,0.0,0.0,152.0,13.0,31.3,1026.7,
1084,1992-12-20,6.9,2.2,8.9,3.6,0.0,258.0,19.4,53.6,1013.1,
1085,1992-12-21,0.4,-1.7,2.8,0.0,0.0,287.0,14.4,38.9,1026.0,
1086,1992-12-22,4.4,0.0,9.4,0.0,0.0,,10.8,25.9,1020.7,
1087,1992-12-23,4.9,-0.6,7.8,0.0,0.0,229.0,14.8,31.3,1015.7,
1088,1992-12-24,-1.1,-7.2,4.4,0.0,0.0,311.0,30.6,77.8,1019.9,
1089,1992-12-25,-1.2,-7.2,3.9,0.0,0.0,243.0,24.8,55.4,1026.0,
1090,1992-12-26,0.2,-5.0,2.2,0.0,0.0,295.0,25.6,50.0,1024.0,
1091,1992-12-27,-3.7,-7.2,1.1,0.0,0.0,82.0,13.0,31.3,1042.3,
1092,1992-12-28,3.5,-1.1,7.8,0.8,0.0,44.0,12.2,22.3,1037.3,
1093,1992-12-29,6.9,3.3,10.0,4.6,0.0,16.0,11.2,22.3,1030.3,
1094,1992-12-30,8.1,6.7,10.0,6.6,0.0,,9.4,24.1,1020.7,
1095,1992-12-31,9.8,6.7,13.3,0.5,0.0,,10.4,33.5,1012.0,
1096,1993-01-01,4.6,-3.3,13.3,0.0,0.0,322.0,29.2,59.0,1020.4,
1097,1993-01-02,-0.5,-3.3,3.3,0.0,0.0,319.0,18.7,38.9,1033.4,
1098,1993-01-03,1.3,-4.4,6.1,2.8,0.0,95.0,10.4,25.9,1036.1,
1099,1993-01-04,8.3,4.4,12.8,0.3,0.0,219.0,18.0,44.3,1024.7,
1100,1993-01-05,11.0,5.0,16.7,16.3,0.0,253.0,28.1,59.0,1013.5,
1101,1993-01-06,4.2,1.7,7.2,0.0,0.0,337.0,8.3,24.1,1024.0,
1102,1993-01-07,4.4,1.7,7.2,0.0,0.0,,7.2,20.5,1023.0,
1103,1993-01-08,4.7,3.3,6.1,0.0,0.0,49.0,13.0,31.3,1018.7,
1104,1993-01-09,-0.3,-2.8,3.3,0.0,0.0,45.0,26.6,42.5,1028.0,
1105,1993-01-10,-3.7,-5.0,-1.7,1.5,0.0,47.0,22.7,40.7,1035.7,
1106,1993-01-11,-1.2,-4.4,1.1,0.0,25.0,47.0,13.0,24.1,1033.1,
1107,1993-01-12,2.9,1.1,4.4,6.1,0.0,66.0,13.3,27.7,1027.2,
1108,1993-01-13,3.8,2.2,5.6,11.7,0.0,63.0,19.4,42.5,1014.4,
1109,1993-01-14,0.5,-1.1,3.3,0.5,0.0,77.0,10.1,25.9,1020.1,
1110,1993-01-15,1.8,-0.6,3.9,0.3,0.0,,11.2,29.5,1022.0,
1111,1993-01-16,1.5,-1.7,3.9,0.0,0.0,20.0,8.6,18.4,1016.8,
1112,1993-01-17,2.5,-0.6,5.6,0.0,0.0,304.0,21.2,50.0,1009.1,
1113,1993-01-18,-0.3,-3.3,4.4,0.0,0.0,332.0,24.5,51.8,1025.1,
1114,1993-01-19,-1.3,-5.0,2.8,0.0,0.0,332.0,19.4,44.3,1035.6,
1115,1993-01-20,2.1,-1.7,7.2,0.0,0.0,304.0,19.8,46.4,1033.8,
1116,1993-01-21,2.1,-3.9,6.1,3.0,0.0,58.0,10.1,29.5,1033.1,
1117,1993-01-22,8.1,5.6,11.1,7.6,0.0,214.0,22.0,48.2,1014.7,
1118,1993-01-23,6.0,2.2,9.4,0.0,0.0,300.0,20.2,40.7,1017.3,
1119,1993-01-24,6.9,2.2,10.6,0.8,0.0,210.0,29.2,66.6,1013.6,
1120,1993-01-25,3.4,0.0,6.1,0.0,0.0,311.0,25.6,55.4,1022.4,
1121,1993-01-26,-0.5,-3.3,1.7,0.0,0.0,80.0,16.6,33.5,1029.2,
1122,1993-01-27,2.8,-0.6,7.2,0.0,0.0,359.0,21.2,50.0,1013.5,
1123,1993-01-28,1.5,-1.7,4.4,0.0,0.0,279.0,20.5,42.5,1016.7,
1124,1993-01-29,2.1,-5.0,7.2,0.0,0.0,296.0,25.2,63.0,1015.3,
1125,1993-01-30,-1.0,-5.0,3.3,0.0,0.0,272.0,25.6,55.4,1019.0,
1126,1993-01-31,5.0,-0.6,8.3,0.0,0.0,260.0,19.8,44.3,1001.5,
1127,1993-02-01,-2.9,-13.3,5.6,0.0,0.0,320.0,33.8,59.0,1005.5,
1128,1993-02-02,-7.8,-13.3,-2.8,0.0,0.0,0.0,28.8,61.2,1022.8,
1129,1993-02-03,2.4,-4.4,10.0,0.0,0.0,277.0,19.8,40.7,1018.6,
1130,1993-02-04,3.3,0.0,5.6,0.0,0.0,320.0,30.2,64.8,1019.7,
1131,1993-02-05,4.5,-2.2,12.2,0.0,0.0,,19.8,44.3,1019.2,
1132,1993-02-06,-5.5,-12.2,6.7,3.0,0.0,11.0,23.4,48.2,1022.7,
1133,1993-02-07,-7.3,-13.9,1.1,0.0,51.0,59.0,14.0,31.3,1026.7,
1134,1993-02-08,2.4,-1.7,6.7,0.0,51.0,324.0,18.0,37.1,1017.8,
1135,1993-02-09,-2.4,-6.7,1.1,0.0,0.0,41.0,17.6,44.3,1029.4,
1136,1993-02-10,3.4,-1.1,8.9,0.0,0.0,214.0,11.5,29.5,1024.4,
1137,1993-02-11,3.4,0.0,6.7,0.0,0.0,,19.8,40.7,1026.9,
1138,1993-02-12,0.0,-1.7,2.2,20.6,0.0,62.0,29.5,51.8,1018.3,
1139,1993-02-13,1.9,0.0,3.3,7.4,25.0,304.0,25.6,50.0,993.9,
1140,1993-02-14,0.9,-1.7,4.4,0.0,0.0,315.0,28.1,48.2,1007.2,
1141,1993-02-15,0.8,-3.3,4.4,0.0,0.0,260.0,17.3,40.7,1025.6,
1142,1993-02-16,3.8,0.6,7.8,14.5,0.0,145.0,19.4,48.2,1018.5,
1143,1993-02-17,3.6,-1.1,6.7,0.0,0.0,298.0,29.2,63.0,1012.6,
1144,1993-02-18,-1.9,-6.7,1.7,0.0,0.0,322.0,17.6,44.3,1017.1,
1145,1993-02-19,-6.6,-10.6,-2.8,0.0,0.0,330.0,24.8,50.0,1021.1,
1146,1993-02-20,-3.7,-7.8,0.6,0.0,0.0,283.0,14.8,35.3,1019.7,
1147,1993-02-21,-2.4,-5.6,1.7,9.7,0.0,79.0,21.6,48.2,1017.5,
1148,1993-02-22,2.2,0.6,4.4,0.8,51.0,23.0,12.2,29.5,1001.4,
1149,1993-02-23,0.2,-3.3,2.8,0.0,0.0,280.0,26.6,55.4,1007.6,
1150,1993-02-24,-4.3,-7.2,-2.2,0.0,0.0,311.0,29.9,57.2,1017.5,
1151,1993-02-25,-5.5,-8.9,-1.7,0.0,0.0,341.0,22.3,53.6,1029.8,
1152,1993-02-26,-4.7,-6.7,-2.2,0.0,0.0,67.0,12.6,22.3,1028.4,
1153,1993-02-27,-2.7,-6.1,1.1,0.0,0.0,36.0,24.5,42.5,1024.5,
1154,1993-02-28,-2.0,-6.1,2.2,0.0,0.0,5.0,25.9,48.2,1020.5,
1155,1993-03-01,0.1,-5.0,5.6,0.0,0.0,311.0,18.4,37.1,1015.7,
1156,1993-03-02,4.3,-2.2,10.6,0.0,0.0,285.0,13.3,46.4,1010.3,
1157,1993-03-03,4.1,1.1,8.3,0.0,0.0,94.0,12.2,22.3,1016.2,
1158,1993-03-04,3.2,1.7,4.4,27.2,0.0,69.0,36.4,81.4,1014.2,
1159,1993-03-05,1.9,-1.1,3.3,4.3,0.0,58.0,32.4,53.6,1006.6,
1160,1993-03-06,1.7,-1.7,5.6,0.0,25.0,320.0,20.2,37.1,1009.3,
1161,1993-03-07,4.6,1.1,9.4,0.0,0.0,262.0,20.9,38.9,1013.9,
1162,1993-03-08,5.3,1.7,8.9,0.0,0.0,198.0,13.7,40.7,1006.2,
1163,1993-03-09,5.7,3.3,10.6,0.0,0.0,300.0,26.3,55.4,1009.6,
1164,1993-03-10,2.0,0.6,4.4,2.5,0.0,90.0,15.5,37.1,1014.0,
1165,1993-03-11,2.8,-0.6,6.1,0.0,0.0,,30.6,55.4,1010.4,
1166,1993-03-12,1.4,-1.7,5.0,0.0,0.0,273.0,18.0,40.7,1023.4,
1167,1993-03-13,0.4,-1.7,6.7,60.5,51.0,87.0,36.4,92.5,998.1,
1168,1993-03-14,-3.8,-7.2,4.4,0.3,203.0,291.0,44.3,76.0,992.8,
1169,1993-03-15,-5.2,-9.4,-1.7,0.0,203.0,288.0,23.4,61.2,1031.0,
1170,1993-03-16,1.7,-3.9,5.0,0.0,203.0,207.0,31.7,55.4,1035.8,
1171,1993-03-17,4.5,-1.7,6.7,18.0,51.0,219.0,23.4,51.8,1023.5,
1172,1993-03-18,-5.9,-10.6,-1.7,0.0,25.0,9.0,30.6,59.0,1031.0,
1173,1993-03-19,-4.3,-8.9,1.1,0.0,0.0,41.0,13.7,31.3,1040.5,
1174,1993-03-20,-0.3,-3.9,2.2,0.0,0.0,,9.0,24.1,1034.7,
1175,1993-03-21,3.0,0.6,6.7,4.1,0.0,233.0,12.2,25.9,1027.9,
1176,1993-03-22,5.9,1.1,11.1,0.0,0.0,330.0,14.0,29.5,1029.6,
1177,1993-03-23,3.1,-1.1,6.7,8.4,0.0,81.0,10.8,25.9,1032.2,
1178,1993-03-24,3.9,3.3,5.0,27.4,0.0,60.0,20.5,40.7,1022.6,
1179,1993-03-25,6.6,2.8,10.6,0.0,0.0,27.0,16.9,40.7,1023.3,
1180,1993-03-26,10.5,6.7,17.2,0.0,0.0,,9.4,24.1,1022.5,
1181,1993-03-27,9.5,4.4,14.4,2.0,0.0,,11.2,24.1,1020.5,
1182,1993-03-28,11.8,8.9,17.8,16.5,0.0,63.0,18.4,29.5,1013.6,
1183,1993-03-29,11.3,8.9,13.3,1.8,0.0,47.0,18.0,31.3,1007.0,
1184,1993-03-30,9.7,7.8,11.7,0.5,0.0,18.0,18.0,31.3,1006.9,
1185,1993-03-31,10.7,7.8,16.7,0.0,0.0,101.0,15.8,31.3,1013.4,
1186,1993-04-01,7.3,3.9,8.9,41.1,0.0,69.0,27.7,59.0,1006.5,
1187,1993-04-02,3.6,2.8,4.4,0.5,0.0,52.0,15.5,33.5,1006.8,
1188,1993-04-03,5.4,3.3,8.3,0.5,0.0,334.0,19.8,48.2,1014.7,
1189,1993-04-04,,2.2,7.8,0.0,0.0,,20.2,40.7,,
1190,1993-04-05,6.3,2.8,10.6,0.0,0.0,63.0,11.5,29.5,1023.9,
1191,1993-04-06,6.4,3.3,11.1,0.0,0.0,67.0,18.4,44.3,1023.6,
1192,1993-04-07,8.1,3.3,15.0,0.0,0.0,71.0,17.3,31.3,1023.6,
1193,1993-04-08,9.0,3.9,16.1,0.0,0.0,47.0,11.2,29.5,1021.6,
1194,1993-04-09,10.1,7.2,13.9,0.0,0.0,,14.8,33.5,1018.5,
1195,1993-04-10,10.9,8.3,14.4,2.8,0.0,141.0,22.3,50.0,1004.4,
1196,1993-04-11,12.4,8.3,18.9,2.3,0.0,337.0,22.3,44.3,1003.4,
1197,1993-04-12,9.6,6.1,14.4,0.0,0.0,345.0,25.6,50.0,1006.9,
1198,1993-04-13,10.0,5.0,16.7,0.0,0.0,351.0,20.2,50.0,1012.1,
1199,1993-04-14,9.7,6.7,14.4,0.3,0.0,319.0,14.4,29.5,1016.6,
1200,1993-04-15,9.6,7.8,11.1,0.0,0.0,108.0,13.0,31.3,1017.9,
1201,1993-04-16,11.6,10.0,13.9,13.5,0.0,167.0,29.5,63.0,1013.7,
1202,1993-04-17,12.9,8.9,17.8,0.0,0.0,241.0,24.1,53.6,1006.2,
1203,1993-04-18,9.5,6.1,15.6,0.0,0.0,299.0,19.4,51.8,1014.2,
1204,1993-04-19,11.7,7.2,15.6,0.0,0.0,215.0,20.9,44.3,1016.2,
1205,1993-04-20,11.5,8.9,14.4,0.0,0.0,189.0,29.9,61.2,1015.7,
1206,1993-04-21,11.7,9.4,16.1,0.5,0.0,142.0,16.6,42.5,1011.1,
1207,1993-04-22,10.4,6.1,12.8,7.9,0.0,167.0,19.8,42.5,998.4,
1208,1993-04-23,8.5,3.9,14.4,0.0,0.0,302.0,31.3,63.0,999.5,
1209,1993-04-24,13.3,9.4,18.9,0.0,0.0,255.0,19.8,40.7,1018.9,
1210,1993-04-25,11.6,9.4,15.0,0.0,0.0,190.0,25.9,50.0,1017.9,
1211,1993-04-26,11.6,6.7,16.1,8.4,0.0,302.0,21.2,61.2,1013.1,
1212,1993-04-27,9.0,5.0,15.6,0.0,0.0,21.0,23.8,51.8,1022.7,
1213,1993-04-28,9.2,3.9,16.7,0.0,0.0,94.0,11.9,29.5,1028.1,
1214,1993-04-29,12.1,6.1,20.0,0.0,0.0,,12.2,22.3,1022.6,
1215,1993-04-30,14.0,8.3,21.7,0.0,0.0,,9.0,25.9,1019.5,
1216,1993-05-01,14.5,11.1,18.9,0.0,0.0,,10.1,25.9,1020.2,
1217,1993-05-02,15.5,10.0,22.8,0.0,0.0,87.0,16.2,37.1,1023.9,
1218,1993-05-03,12.5,9.4,17.2,0.0,0.0,91.0,15.1,29.5,1030.2,
1219,1993-05-04,14.4,11.7,20.6,0.0,0.0,95.0,10.8,25.9,1027.0,
1220,1993-05-05,13.4,11.7,16.7,4.3,0.0,153.0,16.9,40.7,1021.6,
1221,1993-05-06,20.1,13.3,26.7,0.0,0.0,281.0,16.6,33.5,1015.1,
1222,1993-05-07,18.2,14.4,24.4,0.0,0.0,38.0,14.0,35.3,1018.7,
1223,1993-05-08,13.4,11.1,17.2,0.0,0.0,127.0,13.0,29.5,1024.6,
1224,1993-05-09,17.5,11.1,26.1,0.0,0.0,216.0,13.7,27.7,1021.5,
1225,1993-05-10,17.5,11.7,24.4,0.0,0.0,116.0,10.4,25.9,1021.0,
1226,1993-05-11,20.1,11.1,29.4,0.0,0.0,221.0,15.1,44.3,1012.0,
1227,1993-05-12,23.5,18.9,28.3,0.0,0.0,268.0,17.3,33.5,1002.4,
1228,1993-05-13,16.4,12.8,19.4,1.5,0.0,,12.2,25.9,1002.7,
1229,1993-05-14,14.0,10.6,17.8,0.0,0.0,107.0,13.7,27.7,1007.7,
1230,1993-05-15,15.5,11.7,18.9,0.0,0.0,192.0,22.7,48.2,1009.6,
1231,1993-05-16,19.1,13.9,28.3,2.8,0.0,248.0,11.9,33.5,1009.6,
1232,1993-05-17,15.6,12.2,19.4,0.0,0.0,83.0,19.1,37.1,1013.4,
1233,1993-05-18,13.4,11.1,17.2,1.5,0.0,180.0,13.7,27.7,1013.2,
1234,1993-05-19,12.4,11.1,13.3,2.0,0.0,83.0,10.8,25.9,1006.6,
1235,1993-05-20,13.1,11.1,15.6,0.8,0.0,38.0,9.4,24.1,1006.9,
1236,1993-05-21,15.0,8.9,21.7,0.0,0.0,298.0,14.0,40.7,1010.1,
1237,1993-05-22,17.3,10.0,22.8,0.0,0.0,336.0,16.9,37.1,1012.9,
1238,1993-05-23,16.8,11.1,22.8,0.0,0.0,293.0,18.4,37.1,1016.1,
1239,1993-05-24,17.7,15.6,20.6,0.0,0.0,212.0,16.2,29.5,1015.0,
1240,1993-05-25,21.7,16.1,28.9,0.0,0.0,213.0,18.4,40.7,1012.9,
1241,1993-05-26,20.4,17.2,25.0,0.0,0.0,319.0,16.6,33.5,1016.4,
1242,1993-05-27,19.8,14.4,25.0,0.0,0.0,307.0,20.9,53.6,1017.5,
1243,1993-05-28,18.4,15.0,23.9,0.0,0.0,133.0,11.2,31.3,1016.5,
1244,1993-05-29,20.5,15.0,22.8,0.0,0.0,316.0,24.1,48.2,1013.1,
1245,1993-05-30,17.8,12.2,25.6,0.0,0.0,307.0,15.1,33.5,1017.4,
1246,1993-05-31,15.6,11.1,19.4,34.8,0.0,133.0,16.6,53.6,1011.1,
1247,1993-06-01,18.1,15.0,22.8,3.3,0.0,305.0,21.2,44.3,1006.8,
1248,1993-06-02,15.7,12.2,19.4,0.0,0.0,255.0,17.6,37.1,1013.3,
1249,1993-06-03,17.2,14.4,21.7,0.0,0.0,226.0,16.9,29.5,1011.1,
1250,1993-06-04,16.8,13.9,22.2,0.5,0.0,313.0,12.6,31.3,1010.9,
1251,1993-06-05,14.7,12.2,17.2,4.3,0.0,97.0,12.2,31.3,1012.9,
1252,1993-06-06,17.1,13.3,21.7,0.0,0.0,328.0,18.4,46.4,1012.9,
1253,1993-06-07,19.6,13.3,26.7,0.0,0.0,262.0,14.0,37.1,1016.2,
1254,1993-06-08,19.7,15.6,23.9,0.0,0.0,,12.6,25.9,1015.8,
1255,1993-06-09,20.4,16.7,26.1,5.1,0.0,210.0,10.8,50.0,1012.2,
1256,1993-06-10,25.9,18.3,31.7,0.0,0.0,261.0,20.9,48.2,1010.0,
1257,1993-06-11,25.5,19.4,30.0,0.0,0.0,329.0,20.9,48.2,1014.0,
1258,1993-06-12,19.4,16.1,22.8,0.0,0.0,112.0,11.5,22.3,1022.7,
1259,1993-06-13,18.5,13.9,22.2,0.0,0.0,164.0,11.9,27.7,1024.5,
1260,1993-06-14,19.6,15.6,23.9,0.0,0.0,213.0,15.8,35.3,1021.7,
1261,1993-06-15,20.2,16.7,23.9,0.0,0.0,203.0,20.5,48.2,1018.0,
1262,1993-06-16,23.3,18.3,29.4,0.0,0.0,266.0,10.8,22.3,1019.9,
1263,1993-06-17,21.0,16.1,26.1,0.0,0.0,78.0,12.2,27.7,1023.8,
1264,1993-06-18,21.5,17.8,25.6,0.0,0.0,201.0,16.2,38.9,1021.2,
1265,1993-06-19,27.0,20.6,35.0,0.0,0.0,255.0,13.7,35.3,1017.0,
1266,1993-06-20,23.2,20.0,25.6,8.4,0.0,132.0,12.2,27.7,1020.2,
1267,1993-06-21,22.0,19.4,26.7,4.3,0.0,214.0,12.6,35.3,1014.0,
1268,1993-06-22,25.2,20.6,31.7,0.0,0.0,290.0,22.7,48.2,1006.8,
1269,1993-06-23,22.9,17.2,28.3,0.0,0.0,347.0,22.3,48.2,1014.6,
1270,1993-06-24,22.2,17.8,26.7,0.0,0.0,207.0,14.8,33.5,1023.8,
1271,1993-06-25,21.3,17.2,25.0,0.0,0.0,210.0,18.4,40.7,1023.9,
1272,1993-06-26,21.9,17.8,25.6,0.0,0.0,209.0,20.5,48.2,1017.9,
1273,1993-06-27,21.6,19.4,25.0,3.3,0.0,64.0,10.4,22.3,1014.0,
1274,1993-06-28,23.6,19.4,28.3,0.0,0.0,211.0,17.3,38.9,1011.5,
